SHOP_CODIGO|SHOP_ALIAS|SHOP_NOMBRE|SHOP_DIRECCION|PUEB_CODIGO_POSTAL|PUEB_CODIGO_NOMBRE|PAIS_CODIGO|SHOP_MAPA_LATITUD|SHOP_MAPA_LONGITUD|SHOP_HORARIO_LU|SHOP_HORARIO_MA|SHOP_HORARIO_MI|SHOP_HORARIO_JU|SHOP_HORARIO_VI|SHOP_HORARIO_SA|SHOP_HORARIO_DO|DIAFESTIVO
119|0306-03|PAPELERIA LLIBRERIA EL HENAR|REGIDOR LLORENÇ LLANERAS, 2|03005|ALICANTE|ES|38,348489|-0,499878|08:00-13:30/17:00-19:30|08:00-13:30/17:00-19:30|08:00-13:30/17:00-19:30|08:00/14:00|08:00/14:00|08:30/13:00|08:30/13:00|
3120|0306-06|EUROCHANGE ALICANTE|CASTANYS, 6|03001|ALICANTE|ES|38,344264|-0,484799|10:00-20:00/-|10:00-20:00/-|10:00-20:00/-|10:00-20:00/-|10:00-20:00/-|10:00-14:00/-||
4895|0306-11|BULEVAR SOLUCIONS INFORMÀTIQUES|GRAL. O´DONNELL, 22, BXS. J, ESQ.|03003|ALICANTE|ES|38,345351|-0,491388|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-14:00/17:00-20:00|10:00-13:00/-||
4930|0306-12|ESTANC Nº 6 ALICANTE|RAFAEL ALTAMIRA, 24, BXS. ESQ.|03002|ALICANTE|ES|38,344726|-0,481792|08:30-20:00/-|08:30-20:00/-|08:30-20:00/-|08:30-20:00/-|08:30-20:00/-|09:30-14:00/-||
5394|0306-15|LOTERIES Y PRENSA LINA Y CRISTINA|GRAL. BONANZA, 6|03007|ALICANTE|ES|38,340577|-0,502079|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-13:30/-||
6032|0306-18|CATALEYA DROGUERIA MINIMAKET|BONO GUARNER, 34|03005|ALICANTE|ES|38,346423|-0,497782|10:00-15:00/17:00-21:00|10:00-15:00/17:00-21:00|10:00-15:00/17:00-21:00|10:00-15:00/17:00-21:00|10:00-15:00/17:00-21:00|11:00-15:00/-||
7606|0306-90|PUNTO DE SERVICIO ALICANTE|GARCIA ANDREU 21|03007|ALICANTE|ES|38,341978|-0,496451|10:00-14:00/15:30-19:30|10:00-14:00/15:30-19:30|10:00-14:00/15:30-19:30|10:00-14:00/15:30-19:30|10:00-14:00/15:30-19:30|||
225|0307-00|0307-00 AGENCIA 0307 ALICANTE|P.I. LAS ATALAYAS, AV. DE LA ANTIGUA PESETA, 136-137|03114|POLIG. IND. LAS ATALAYAS|ES|38,336947|-0,563217|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|||
3686|0307-08|ESTANCO REBOLLEDO Nº1|PSO MAYOR, 75|03113|REBOLLEDO|ES|38,345751|-0,617838|06:30-22:00/-|06:30-22:00/-|06:30-22:00/-|06:30-22:00/-|06:30-22:00/-|08:00-20:00/-|08:00-14:00/-|
5324|0307-13|NOVOFIBRA|ALONSO CANO, 2|03012|ALICANTE|ES|38,361623|-0,480049|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/16:00-20:00|10:00-14:00/-||
7121|0307-18|BELSUN SOLARES SL|MEDICO VICENTE REYES 10 LOCAL 3|03015|ALICANTE|ES|38,362191|-0,473711|09:00/20:00|09:00/20:00|09:00/20:00|09:00/20:00|09:00/15:00|09:00-14:00/-|00:00-00:00/00:00-00:00|25/12/2024
7256|0307-22|BAZAR SUPER BARATO|AV. DE NOVELDA. 67|03009|ALICANTE|ES|38,362991|-0,493810|10:00-20:00/-|10:00-20:00/-|10:00-20:00/-|10:00-20:00/-|10:00-20:00/-|10:00-14:00/-||
7271|0307-23|CADAK BEAUTY SUPPLY|HERCULES. 36 LOCAL 2|03006|ALICANTE|ES|38,347553|-0,511482|09:30-18:30/-|09:30-14:00/16:30-18:30|09:30-18:30/-|09:30-18:30/-|09:30-18:30/-|||06/12/2024,25/12/2024
7946|0307-24|+24 HORAS|RAMON GOMEZ SEMPERE 28|03008|ALICANTE|ES|38,328194|-0,517210|-/17:30-21:30|08:30-14:30/17:30-21:30|08:30-14:30/17:30-21:30|08:30-14:30/17:30-21:30|08:30-14:30/17:30-21:30|08:30-14:30/17:30-21:30|08:30-14:30/17:30-21:30|
7852|0307-25|PUNTOITECH|ACTOR ARTURO LLEDO 40 LOCAL 9 (ESQCATEDRATICO LAFUENTE VIDAL|03008|ALICANTE|ES|38,338032|-0,509800|10:00-16:30/-|10:00-16:30/-|10:00-16:30/-|10:00-16:30/-|10:00-16:30/-|||06/12/2024,25/12/2024
417|0310-00|0310-00 AGENCIA 0310 ELDA|VILLAFRANQUEZA, 14 LOCAL 3 BIS|03610|PETREL/PETRER|ES|38,48456|-0,781317|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|||
1973|0310-06|INFORMÁTICA GRAN|CERVANTES, 2 BAJOS|03640|MONOVAR|ES|38,434556|-0,837835|09:30-14:00/17:00-21:00|09:30-14:00/17:00-21:00|09:30-14:00/17:00-21:00|09:30-14:00/17:00-21:00|09:30-14:00/17:00-21:00|10:00-14:00/-||
3217|0310-07|ESTANCO PINOSO 1|PL. COLON, 1|03650|PINOSO|ES|38,403238|-1,042866|08:30-15:00/17:00-21:00|08:30-15:00/17:00-21:00|08:30-15:00/17:00-21:00|08:30-15:00/17:00-21:00|08:30-15:00/17:00-21:00|08:00-14:30/-||
3368|0310-08|ESTANCO PINOSO-002|LEPANTO,  11|03650|PINOSO|ES|38,401923|-1,040401|08:30-14:00/17:00-21:00|08:30-14:00/17:00-21:00|08:30-14:00/17:00-21:00|08:30-14:00/17:00-21:00|08:30-14:00/17:00-21:00|08:30-14:00/-||
4525|0310-11|ESTANCO SAX-002|LA CARRERA, 7|03630|SAX|ES|38,536824|-0,819423|09:00-13:30/17:30-20:30|09:00-13:30/17:30-20:30|09:00-13:30/17:30-20:30|09:00-13:30/17:30-20:30|09:00-13:30/17:30-20:30|09:00-14:00/-||
5700|0310-12|PAPELERIA PAPIRO´S|PINTOR SOROLLA, 17 BAJO|03650|PINOSO|ES|38,406428|-1,040106|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|09:30-13:30/17:00-20:30|10:00-13:30/-||
6158|0310-15|BOMBA MINIMARKET|ARAGON, 40|03600|ELDA|ES|38,473981|-0,796774|08:00-14:30/16:30-22:30|08:00-14:30/16:30-22:30|08:00-14:30/16:30-22:30|08:00-14:30/16:30-22:30|08:00-14:30/16:30-22:30|08:00-14:30/16:30-22:30|08:30-22:30/-|
228|0316-00|0316-00 AGENCIA 0316 TORREVIEJA|ANTONIO MACHADO 58|03182|TORREVIEJA|ES|37,979381|-0,678152|08:00-14:00/16:00-20:00|08:00-14:00/16:00-20:00|08:00-14:00/16:00-20:00|08:00-14:00/16:00-20:00|08:00-14:00/16:00-20:00|||
1204|0316-01|KIOSKO|MIGUEL UNAMUNO, 1 LA TORRETA II|03184|TORREVIEJA|ES|37,988722|-0,692933|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-14:00/-||
1807|0316-05|J.M.SERVICE|PAPAYA, LOC.154|03189|VILLAMARTIN|ES|37,93461|-0,752948|09:00-14:00/-|09:00-14:00/-|09:00-14:00/-|09:00-14:00/-|09:00-14:00/-|||23/12/2024,31/12/2024
1854|0316-06|APP INFORMATICA DE LA HORADADA|BELMEZ, 39|03190|PILAR DE LA HORADADA|ES|37,861525|-0,790696|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|||06/12/2024,25/12/2024
3121|0316-08|EUROCHANGE LA ZENIA|MAESTRO TORRALBA, 1 LOCAL 10|03189|ZENIA, LA|ES|37,923523|-0,730940|10:00-18:00||10:00-18:00||10:00-18:00|||
3122|0316-09|EUROCHANGE CIUDAD QUESADA|AVDA LAS NACIONES, 22, CC QUESADA|03170|CIUDAD QUESADA|ES|38,063839|-0,725569|10:00-17:00/-||10:00-17:00/-||10:00-17:00/-|||
5929|0316-14|ESTANCO Nº 2 SAN MIGUEL DE SALINAS|19 DE ABRIL, 49A|03193|SAN MIGUEL DE SALINAS|ES|37,980793|-0,789281|08:00-14:00/16:00-21:00|08:00-14:00/16:00-21:00|08:00-14:00/16:00-21:00|08:00-14:00/16:00-21:00|08:00-14:00/16:00-21:00|08:30-14:30/-|10:00-14:00/-|
6038|0316-15|EL GATO D´ORO|MAYOR, 25|03188|MATA, LA|ES|38,026012|-0,654204|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/-|
5949|0316-17|KIOSCO OFELIA|AV. DEL MAR, 33|03187|MONTESINOS, LOS|ES|38,027864|-0,742408|08:30-14:00/16:30-20:00|08:30-14:00/16:30-20:00|08:30-14:00/16:30-20:00|08:30-14:00/16:30-20:00|08:30-14:00/16:30-20:00|08:30-13:30/-||
6724|0316-20|REGALOPERSONALIZADO.COM|PEDRO LORCA, 1|03181|TORREVIEJA|ES|37,976391|-0,680842|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30|10:00-14:00/17:00-20:30||
7736|0316-24|TECNYSHOP|MAYOR 30|03140|GUARDAMAR DEL SEGURA|ES|38,091804|-0,654893|09:30-13:30/17:30-21:00|09:30-13:30/17:30-21:00|09:30-13:30/17:30-21:00|09:30-13:30/17:30-21:00|09:30-13:30/17:30-21:00|09:30-13:30/-||06/12/2024,25/12/2024
229|0322-00|0322-00 AGENCIA 0322 DENIA|MALLORCA, 5A|03700|DENIA|ES|38,839089| 0,100012|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|||
2527|0322-09|LA VENTANA NATURAL|NOU, 15|03720|BENISSA|ES|38,714752| 0,049904|09:30-13:30/00:00-00:00|09:30-13:30/00:00-00:00|09:30-13:30/00:00-00:00|09:30-13:30/00:00-00:00|09:30-13:30/00:00-00:00|10:00-14:00/-||06/12/2024,25/12/2024
2487|0322-10|APP INFORMATICA PEDREGUER|AV. ALICANTE, 19 BAJOS|03750|PEDREGUER|ES|38,793203| 0,036536|09:30-13:30/16:30-19:30|09:30-13:30/16:30-19:30|09:30-13:30/16:30-19:30|09:30-13:30/16:30-19:30|09:30-13:30/16:30-19:30|10:00-13:00/-||
3588|0322-14|TABACOS ARENAL|AV. DE LA LLIBERTAT, 13|03730|JAVEA/XABIA|ES|38,771813| 0,190042|09:00-14:00/16:30-19:30|09:00-14:00/16:30-19:30|09:00-14:00/16:30-19:30|09:00-14:00/16:30-19:30|09:00-14:00/16:30-19:30|09:00-14:00/-||
5290|0322-18|KIOSCO HOSPITAL|PARTIDA BENIADLA, S/N|03700|DENIA|ES|38,833352| 0,059890|09:00-17:00/-|09:00-17:00/-|09:00-17:00/-|09:00-17:00/-|09:00-17:00/-|09:00-13:00/-|09:00-13:00/-|
5375|0322-22|ESTANC Nº 3 JAVEA|DOCTOR BORRULL, 7|03730|JAVEA/XABIA|ES|38,787736| 0,159968|08:30/19:30|08:30/19:30|08:30/19:30|08:30/19:30|08:30/19:30|09:00-13:30/-||
6740|0322-28|PETROESPAÑA BENITACHELL|CV 740 KM 6-8 PARTIDA FONT 8|03726|BENITACHELL|ES|38,739023| 0,152114|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:00-16:00/-|
6797|0322-29|PAPELERIA DETALLS|PLAZA MAYOR 8|03727|JALON|ES|38,740775|-0,011452|09:00-13:00/17:00-19:30|09:00-13:00/17:00-19:30|09:00-13:00/17:00-19:30|09:00-13:00/17:00-19:30|09:00-13:00/17:00-19:30|09:00-13:00/-|09:00-12:00/-|
7033|0322-30|LOTERIAS JUBAMA|SANTISIM CRIST DE MAR 16|03730|JAVEA/XABIA|ES|38,795386| 0,181073|08:30-13:45/16:00-20:30|08:30-13:45/16:00-20:30|08:30-13:45/16:00-20:30|08:30-13:45/16:00-20:30|08:30-13:45/16:00-20:30|08:30-13:45/16:00-20:30|09:00-12:00/-|
6964|0322-31|PLANETBOX|CTRA. MORAIRA-TEULADA 23. LOCAL 19. CC EL PLANET|03724|MORAIRA|ES|38,711815| 0,132029|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/-||06/12/2024,25/12/2024
7055|0322-32|MUIXARA|C/ BENISSA, 4|03725|TEULADA|ES|38,728163| 0,105290|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/17:00-20:00|09:30-13:30/-||06/12/2024,25/12/2024
7310|0322-33|TABACOS GATA2|PLAZA ESPAÑA 26|03740|GATA DE GORGOS|ES|38,776253| 0,083998|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/17:00-20:00|08:00-14:00/-||06/12/2024,23/12/2024,24/12/2024,25/12/2024,26/12/2024
7686|0322-34|HIPEROFFICE|DE LES CAPELLETES 38|03726|BENITACHELL|ES|38,730384| 0,145998|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|09:30-13:30/16:30-20:30|10:00-14:00/-||06/12/2024,25/12/2024
230|0325-00|0325-00 AGENCIA 0325 VILLENA|AV. PACO ARÉVALO, 2|03400|VILLENA|ES|38,628495|-0,857093|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|||
1931|0325-04|APP INFORMATICA YECLA|SAN JOSE, 61|30510|YECLA|ES|38,613023|-1,112066|10:00-13:30/-|10:00-13:30/-|10:00-13:30/-|10:00-13:30/-|10:00-13:30/-|10:00-13:30/-||
1904|0325-05|DELYTEL ELECTRÓNICA|FELIX RODRIGUEZ DE  LA FUENTE, 8C|03400|VILLENA|ES|38,64377|-0,867650|09:30-13:00/-|09:30-13:00/-|09:30-13:00/-|09:30-13:00/-|09:30-13:00/-|||
4139|0325-09|ESTANCO YECLA 005|ARCISPRESTE ESTEBAN DIAZ, 5|30510|YECLA|ES|38,612323|-1,112082|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:00-14:00/17:00-21:00|09:30-14:00/-||
4233|0325-10|PAPERERIA EL MERCADO|GRAN CAPITÁN, 27B|03400|VILLENA|ES|38,63816|-0,869603|09:00-13:30/17:00-20:00|09:00-13:30/17:00-20:00|09:00-13:30/17:00-20:00|09:00-13:30/17:00-20:00|09:00-13:30/17:00-20:00|09:00-13:00/-|09:00-13:00/-|
4472|0325-11|ESTANCO BENEJAMA|TRACTAT D´ALMIZRA, 6|03460|BENEIXAMA|ES|38,699238|-0,765387|08:45-13:30/17:00-20:00|08:45-13:30/17:00-20:00|08:45-13:30/17:00-20:00|08:45-13:30/17:00-20:00|08:45-13:30/17:00-20:00|09:30-13:30/-||
4745|0325-13|ESTANC Nº 02 VILLENA|AV. CONSTITUCIÓN, 68|03400|VILLENA|ES|38,634949|-0,865254|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-|08:00-20:00/-||
6860|0325-14|HIPEROFFICEBIAR|C/ JESUS JUAN BERNABEU. 12. BAJO IZ|03410|BIAR|ES|38,627807|-0,761517|10:00-13:30/17:00-20:00|10:00-13:30/17:00-20:00|10:00-13:30/17:00-20:00|10:00-13:30/17:00-20:00|10:00-13:30/17:00-20:00|10:00-13:00/-||
5702|0325-15|PAPELERIA VIRTU|AV. CONSTITUCION, 17|03409|CAÑADA|ES|38,672972|-0,814342|10:00-13:00/17:00-20:00|10:00-13:00/17:00-20:00|10:00-13:00/17:00-20:00|10:00-13:00/17:00-20:00|10:00-13:00/17:00-20:00|10:00-13:00/-||
5818|0325-16|FLORES COCLICÓ|PADRE LASALDE, 16|30510|YECLA|ES|38,608577|-1,112521|10:00-14:00/18:00-21:00|10:00-14:00/-|10:00-14:00/18:00-21:00|10:00-14:00/18:00-21:00|10:00-14:00/18:00-21:00|10:00-14:00/-||25/12/2024
6150|0325-17|LIBRERIA ROSA MARI SANTONJA|SAN CRISTOBAL, 12|03410|BIAR|ES|38,628446|-0,763248|09:00-13:00/18:00-20:00|09:00-13:00/18:00-20:00|09:00-13:00/18:00-20:00|09:00-13:00/18:00-20:00|09:00-13:00/18:00-20:00|09:00-13:00/-|09:00-13:00/-|
6186|0325-18|FERRETERIA SANT JORDI|CONQUISTADOR, 56|03450|BANYERES DE MARIOLA|ES|38,712284|-0,662727|09:00-13:30/16:00-19:30|09:00-13:30/16:00-19:30|09:00-13:30/16:00-19:30|09:00-13:30/16:00-19:30|09:00-13:30/16:00-19:30|09:00-13:00/-||
6872|0325-21|TOT EN CORTINES|LAPORTA. 11|03450|BANYERES DE MARIOLA|ES|38,718733|-0,656160|09:30-13:30/17:20-20:00|09:30-13:30/17:30-20:00|09:30-13:30/17:30-20:00|09:30-13:30/17:30-20:00|09:30-13:30/17:30-20:00|||
7947|0325-22|QUIERO UN MOVIL |AV. DE LEVANTE 30 BAJO |30520|JUMILLA|ES|38,474517|-1,323033|11:00-14:00/17:30-21:30|11:00-14:00/17:30-21:30|11:00-14:00/17:30-21:30|11:00-14:00/17:30-21:30|11:00-14:00/17:30-21:30|11:00-14:00/-||
8025|0325-24|LIBRERÍA PAPIROS (BARRIO SAN JUAN)|ELISEO GUARDIOLA VALERO 2A ESQ.PROGRESO|30520|JUMILLA|ES|38,477298|-1,319774|09:00-13:30/17:00-20:30|09:00-13:30/17:00-20:30|09:00-13:30/17:00-20:30|09:00-13:30/17:00-20:30|09:00-13:30/17:00-20:30|||25/12/2024
231|0326-00|0326-00 AGENCIA 0326 ALCOY|PERÚ, 37|03803|ALCOY|ES|38,701362|-0,482073|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|||
1895|0326-03|TONERTIN Y DYNOS INFORMÁTICA|MAJOR, 23|03820|COCENTAINA|ES|38,744292|-0,439991|10:00-13:30/-|10:00-13:30/-|10:00-13:30/-|10:00-13:30/-|10:00-13:30/-|||
3259|0326-04|ESTANC Nº 17 ALCOY|AV. ALAMEDA, 67|03803|ALCOY|ES|38,703348|-0,476061|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/-||
4529|0326-05|ESTANCO Nº 1|SANTA TERESA, 11|03850|BENIARRES|ES|38,820839|-0,377500|09:00-13:30/-|09:00-13:30/-|09:00-13:30/-|09:00-13:30/-|09:00-13:30/-|09:00-13:30/-||
5750|0326-09|PAPELERIA BLANES|LLUIS VIVES, 1, BAIXOS|03820|COCENTAINA|ES|38,7403|-0,436026|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-13:00/-||
6719|0326-10|ESTANCO 13|EL CAMI. 76A|03801|ALCOY|ES|38,690495|-0,475778|08:30-14:00/17:00-20:30|08:30-14:00/17:00-20:30|08:30-14:00/17:00-20:30|08:30-14:00/17:00-20:30|08:30-14:00/17:00-20:30|09:00-14:00/-||
6850|0326-12|QUADERNS. REGALS I COMPLEMENTS|AVDA. HISPANIDAD. 57|03804|ALCOY|ES|38,708949|-0,464733|09:30-14:00/17:30-20:30|09:30-14:00/17:30-20:30|09:30-14:00/17:30-20:30|09:30-14:00/17:30-20:30|09:30-14:00/17:30-20:30|09:30-14:00/-||06/12/2024,25/12/2024
6956|0326-13|ESTANCO DE LUCY|AV. JUAN GIL ALBERT 3|03804|ALCOY|ES|38,705218|-0,473617|08:45-15:00/16:30-20:30|08:45-15:00/16:30-20:30|08:45-15:00/16:30-20:30|08:45-15:00/16:30-20:30|08:45-15:00/16:30-20:30|09:30-15:00/17:00-20:30||
7273|0326-15|FARMACIA SANT NICOLAU|SANT NICOLAU 5|03801|ALCOY|ES|38,697343|-0,473085|09:30-14:00/17:00-20:00|09:30-14:00/17:00-20:00|09:30-14:00/17:00-20:00|09:30-14:00/17:00-20:00|09:30-14:00/17:00-20:00|09:30-14:00/-||
7312|0326-18|BRETON PAPELERIA LIBRERIA|MURILLO 29|03802|ALCOY|ES|38,695782|-0,486717|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/-||
7635|0326-19|ESTANCO BATOY|BAÑERES 5|03802|ALCOY|ES|38,690465|-0,493593|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/17:00-20:00|09:00-14:00/-||
234|0331-00|0331-00 AGENCIA 0331 IBI|AV. JUAN CARLOS I, 83, BAJOS|03440|IBI|ES|38,620735|-0,580462|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|||
4385|0331-01|QUIOSC LES ERES|LES ERES, 29, BAJOS|03440|IBI|ES|38,626948|-0,573415|08:45-14:00/17:00-20:30|08:45-14:00/17:00-20:30|08:45-14:00/17:00-20:30|08:45-14:00/17:00-20:30|08:45-14:00/17:00-20:30|08:45-14:00/-|08:45-14:00/-|
4474|0331-02|ESTANC Nº 1 IBI|SAN ROC, 2, LOCAL 3|03440|IBI|ES|38,625049|-0,576212|08:30-14:00/17:00-20:30|08:30-14:00/17:00-20:30|08:30-14:00/17:00-20:30|08:30-14:00/17:00-20:30|08:30-14:00/17:00-20:30|08:30-14:00/-||
5652|0331-04|PIENSOS MIRASOL|JOSE PINEDA, 21|03440|IBI|ES|38,628581|-0,569166|09:30-13:30/17:30-20:30|09:30-13:30/17:30-20:30|09:30-13:30/17:30-20:30|09:30-13:30/17:30-20:30|09:30-13:30/17:30-20:30|09:30-14:00/-||
235|0333-00|0333-00 AGENCIA 0333 SAN VICENTE|POL.IND.CANASTELL, C/ FRAGUA Nº 24|03690|SAN VICENTE DEL RASPEIG|ES|38,40508|-0,537670|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|08:00-14:15/15:45-20:00|||
1248|0333-04|COMERCIAL IVER, S.L|JOAN DE LA CIERVA, 37|03560|CAMPELLO, EL|ES|38,388428|-0,410914|08:00-14:30/-|08:00-14:30/-|08:00-14:30/-|08:00-14:30/-|08:00-14:30/-|08:00-14:30/-|08:00-14:30/-|
2223|0333-11|BENZINERA BUSOT|EL PÍ, 1|03111|BUSOT|ES|38,47725|-0,424721|10:00-14:00/00:00-00:00|10:00-14:00/00:00-00:00|10:00-14:00/00:00-00:00|10:00-14:00/00:00-00:00|10:00-14:00/00:00-00:00|||
3561|0333-15|LOTERÍAS CAMPELLO|SAN BARTOLOMÉ, 115|03560|CAMPELLO, EL|ES|38,430274|-0,389126|10:15-14:00/17:30-20:30|10:15-14:00/17:30-20:30|10:15-14:00/17:30-20:30|10:15-14:00/17:30-20:30|10:15-14:00/17:30-20:30|10:15-14:00/-||
3614|0333-16|ESTANCO Nº 1 DE SAN VICENTE|ECHEGARAY, 2|03690|SAN VICENTE DEL RASPEIG|ES|38,395664|-0,524930|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:30-14:00/-||
3732|0333-17|ESTANCO SAN JUAN Nº1|PL. DE ESPAÑA, 3|03550|SAN JUAN DE ALICANTE|ES|38,401595|-0,435809|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/-||
4209|0333-20|COPISTERIA PRENSA JAIME I|AV. JAIME I, 11|03550|SAN JUAN DE ALICANTE|ES|38,397595|-0,434129|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-14:00/17:00-20:00|08:30-13:30/17:00-20:00|08:30-13:30/17:00-20:00|
4623|0333-23|KIOSCO CASTELL|AV. MIRIAM BLASCO, 2, LOCAL 4|03540|ALICANTE|ES|38,368342|-0,434673|07:30-13:30/17:30-19:30|07:30-13:30/17:30-19:30|07:30-13:30/17:30-19:30|07:30-13:30/17:30-19:30|07:30-13:30/-|07:30-13:30/-|07:30-13:30/-|
4665|0333-24|PAPERERIA ADRIS|BAILÉN, 67, LOCAL 10|03690|SAN VICENTE DEL RASPEIG|ES|38,390998|-0,523744|10:00-14:00/18:00-20:30|10:00-14:00/18:00-20:30|10:00-20:00/-|10:00-14:00/-|10:00-15:00/-|10:00-13:00/-|10:00-13:00/-|
4701|0333-25|ESTANCO Nº3|DR GADEA,9 ESQ.DR.IBORRA, 9|03550|SAN JUAN DE ALICANTE|ES|38,397431|-0,433338|08:00-14:00/16:00-21:00|08:00-14:00/16:00-21:00|08:00-14:00/16:00-21:00|08:00-14:00/16:00-21:00|08:00-14:00/16:00-21:00|08:00-14:30/-||
5025|0333-27|MARTÍN LUNA-LA CASA DEL PAPEL|PINTOR PICASSO, 32|03690|SAN VICENTE DEL RASPEIG|ES|38,395425|-0,522795|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|09:00-14:00/17:00-20:30|10:00-14:00/-||
5526|0333-30|MONDABABY|DEL MAR, 34|03110|MUTXAMEL|ES|38,413653|-0,442679|10:00-14:00/-|10:00-14:00/18:00-19:45|10:00-14:00/-|10:00-14:00/18:00-19:45|10:00-14:00/-|||
5615|0333-31|ESTANC ROSA|AV. CONSELL PAIS VALENCIA, 35|03698|AGOST|ES|38,438256|-0,639932|08:00-14:00/17:00-20:30|08:00-14:00/17:00-20:30|08:00-14:00/17:00-20:30|08:00-14:00/17:00-20:30|08:00-14:00/17:00-20:30|09:00-14:00/-|09:00-14:00/-|
5950|0333-35|PAPELERIA TOT EN LINIA|ALACANT, 15 L-2|03100|JIJONA/XIXONA|ES|38,538993|-0,506241|08:00-13:30/17:00-20:00|08:00-13:30/17:00-20:00|08:00-13:30/17:00-20:00|08:00-13:30/17:00-20:00|08:00-13:30/17:00-20:00|08:00-13:30/-|08:00-10:30/-|
